 2020-12-08 10:58:22	28997	丁真x一眼万年	-
2020-12-09 20:21:12	99493	【丁真】一眼万年	-
2020-12-13 23:57:11	479	丁真 一眼万年的感觉	素材来源 时差岛和新华社, , 因为丁真第一次学会剪辑 每一个画面都那么唯美 希望有一天可以去理塘玩 见一见丁真宝宝
2021-01-08 09:52:46	15396	人群中第一眼就是你（丁真·惊艳瞬间）	-
2021-02-10 20:53:42	46442	一眼丁真，鉴定为贾碧	阴间作画，仅供娱乐，切勿当真！
2021-05-24 18:41:00	4399	【理塘丁真】一眼便颠倒众生~	丁真高清壁纸图, (图源网络，如有侵权打扰请联系删!)
2021-06-15 20:54:43	1001	【丁真】一眼万年	-
2021-08-24 10:13:32	8872	【一眼丁真】给汤姆猫听丁真联合国演讲视频，听完它都蚌埠住了	-
2021-10-24 22:55:14	767	随便发，一眼丁真	-
2021-11-30 22:49:18	1560	【丁真】一眼万年，人群中褶褶生辉的你！	-
2021-12-04 15:44:59	1824581	义  眼  丁  真	审核，为什么屏蔽我稿件搜索？
2021-12-26 16:25:14	7783	翻唱《Zood》，一眼丁真。	致敬丁真和找哥
2021-12-30 11:40:41	303836	一 眼 丁 真	网络网络
2021-12-31 23:47:00	7187	丁真哥哥性别大反转，卡哇伊捏	-
2022-01-01 16:16:29	414746	【梗科普】一眼丁真是什么梗？	-
2022-01-11 14:37:09	4828	【丁真】一眼万年	-
2022-01-12 21:12:19	149	一位高中生的觉悟（一眼丁真）	或许更早之前，就该这么做了吧。, 逃得过未成年限制，逃不过放纵的后果。。, 限制也是自己加的，这些天来确实看得够多的了。在b站和贴吧新学到的有用知识有很多，但是有意或无意的，刷了很多无用视频和文章。, 虽然游戏已经只玩一款，但是那也平均下来一天一个小时。, 现在我要面对的是最严重的不平衡，但现在也是我学得最快最多的时候（虽然不是考试用得上的东西）有舍才有得，更何况要舍弃的还是无意间花费的非必要时间。, , bgm:原神渊下宫节选
2022-02-20 21:10:38	339	一眼丁真	有一种野性的美
2022-02-25 10:12:27	3194507	绫人VS公子 一眼丁真	https://youtu.be/b6kHfz6mJOI
2022-02-27 15:46:50	137	一眼丁真	ks
2022-03-04 22:52:31	250	【火影手游】真假天道一眼丁真	-
2022-03-05 13:11:49	929179	一眼丁真宇宙	
2022-03-07 19:25:41	23	一眼丁真	-
2022-03-10 01:12:23	2733175	《V圈P事多》第九期 请选择你的宝可梦 小可直播爆典 28级粉丝牌是套盾？我的评价是，一眼丁真。	喜欢的可以点个关注，记得多喝热水，祝大家天天开心。
2022-03-10 02:33:36	1909954	【史上最全】一 眼 丁 真 大 图 鉴	音频来源：BV1xh411q76p, 整合了一些能过沈河的一眼丁真系列图，低技术力无需三连，博带伙一乐。
2022-03-10 09:40:01	237727	【一眼丁真】沙雕网友眼里的丁真	这届网友想象力太高
2022-03-10 19:37:53	637911	一眼丁真	
2022-03-10 22:50:39	4769	傻逼室友在线按摩一眼丁真	-
2022-03-11 10:44:22	37560	丁真宇宙--我要创造一个只有丁真的世界	-
2022-03-11 12:11:02	70928	一眼丁真全图鉴	-
2022-03-11 18:36:09	1209258	50多张“一眼丁真”你看过几个？	-
2022-03-12 16:11:50	205864	[星瞳]一眼丁真	鉴定为烂活
2022-03-13 09:05:39	1331	（4：55速通）一眼丁真，太不容易啦哈哈哈哈哈	第一次玩，没有经验，看到虎弟刀哥时就知道离胜利不远了哈哈哈哈
2022-03-13 09:06:17	244681	丁真大家族	音源来自A老师@AT-15A  , midi来自大佬@是宇萌吖  , 图片贴吧偷的，一眼丁真合集
2022-03-13 15:07:21	129453	一眼丁真	跪求过审
2022-03-13 17:10:57	495590	一眼丁真	QQ空间, 纯！
2022-03-13 22:01:55	4061	一眼丁真，但是是泰拉瑞亚	不要问我为什么不谐音，拜托谐音很蓝的啦
2022-03-14 19:25:38	36164	理塘巨制  丁真宇宙开山之作《丁真的世界》预告片首发	《丁真的世界》是理塘影业公司于2022年出品的一部电影，由帕奇维奇要玩儿指导，丁真、一眼丁真、移岩丁真、银验丁真、易眼丁真等联袂主演。该片预定将于2022年2月2月30日在中国上映。该作也是“一眼丁真宇宙”系列的首部电影。
2022-03-15 09:30:22	31026	“一眼丁真………鉴定为美女”。进来扣1选女朋友	-
2022-03-15 10:18:18	35515	丁真找不到他的脸了，你能帮帮他吗？	-
2022-03-15 20:20:18	186863	卧槽说脏话了，【补档】一眼丁真	-
2022-03-16 12:42:13	4591	十六秒速通理塘	-
2022-03-17 12:24:07	4086229	丁真唤醒的肌肉记忆	烟瘾属于是又犯了
2022-03-18 11:55:21	7938	孙吧之一眼丁真宇宙图集	-
2022-03-19 23:51:13	3590	一眼丁真	-
2022-03-20 00:49:59	15901	一眼丁真合集	-
2022-03-20 11:21:34	22747	一眼丁真是什么梗	-
2022-03-20 23:54:29	2422	义眼丁真，鉴定为：一眼丁真	不如小马珍珠
2022-03-21 05:13:01	1052	随机数从洛天依到最高城理塘40秒通关	-
2022-03-22 23:04:18	1680	一眼丁真之——水墨丁真	-
2022-03-23 20:13:54	13012	一眼丁真	素材来源:@时差岛@理塘丁真
2022-03-23 20:23:16	451225	一眼丁真看个够，100张图超长版	-
2022-03-26 10:06:11	2154	世界上有五种糖之理塘	-
2022-03-27 23:52:51	34033	转发这个医研丁真，大伙都能考研上岸	烂活图一乐。单纯觉得这表情包好玩。
2022-03-30 12:55:47	172	0秒无伤速通世界最高城理塘	有的人花了一辈子才到达理塘，而我，生来就在理塘。
2022-03-30 15:29:45	2417	速通一眼丁真	-
2022-03-31 13:30:03	364	丁真50秒速通	-
2022-04-03 17:18:09	198226	柯洁：一眼丁真 鉴定为纯纯的纸张	出自2022年4月3日直播, 捷豹直播间https://live.bilibili.com/23555200?spm_id_from=333.999.0.0
2022-04-04 10:16:37	8452	熊奕博x丁真 《世界上另一个我》                                 奕眼丁真	-
2022-04-04 16:29:53	7278	两分钟速通理塘	易游丁真，鉴定为春春的沙峦
2022-04-06 15:08:15	1125	一眼丁真，纯纯透视	-
2022-04-06 15:12:53	5937	第一次速通理塘，太慢了还有待完善线路	1145141919810
2022-04-07 17:36:23	5909	一眼丁真鉴定为老师不检查体育作业	-
2022-04-08 12:26:36	349635	我们鼠鼠啊鉴定为纯纯的废物了捏	dy
2022-04-08 15:38:29	25255	丁真鉴定大全（2）	-
2022-04-08 20:57:01	5035	大家好这是孙吧吧主丁真	所有素材来自百度贴吧
2022-04-09 22:46:13	3599	成功从音乐区速通理塘丁真	-
2022-04-10 08:00:29	7939053	一眼丁真是什么梗【梗指南】	纯属娱乐，粉丝作品，不是转载，不是盗视频！是模仿偶像梗指南做的，一时心血来潮，大家看个乐子就好
2022-04-10 12:53:31	2435	一眼丁真，鉴定为纯纯的杀软	
2022-04-10 20:28:07	7191046	抗吧整活 一眼丁真宇宙表情包合集	图片来自抗吧，纯属娱乐
2022-04-11 23:03:54	54739	一眼丁真代言（原黑人牙膏）DARLIE好来口腔护理	一眼丁真代言（原黑人牙膏）DARLIE好来口腔护理
2022-04-14 16:18:21	3805	一眼丁真孙吧速通	-
2022-04-14 17:56:32	1476	一眼丁真  鉴定为dj小贝拉	没人看是吧
2022-04-14 19:56:42	1037000	这是什么梗：一眼真？一眼丁真？一眼顶针？？	太美丽了理塘
2022-04-14 22:41:28	42	狼人杀 但是 最讨厌场外 一眼丁真 狗东西玩场外	-
2022-04-15 14:38:17	1876	一眼丁真	抖音
2022-04-16 00:12:17	5753	一眼丁真鉴定为:一眼丁震	-
2022-04-16 20:52:40	1320	一眼丁真	-
2022-04-17 07:56:32	1422	两秒钟速通理塘	-
2022-04-17 12:08:11	276608	一眼丁真	-
2022-04-17 23:11:07	3721	呃呃，一眼丁真	-
2022-04-18 10:09:48	421	一眼丁真:鉴定为火爷正能量	素材来自网络, 关注四平火爷，没毛病这一块的嗷, 理塘丁真嗷，拟态baby了，火爷劝你不要抽烟还不对了，骂完人就当理塘跑男？, （搞笑系列操作，感谢支持）
2022-04-18 15:38:14	668	随机视频2s速通一眼丁真	闲着没事随便录的 谁知道第一个就是
2022-04-19 01:04:57	11465	一眼丁真	BGM这次真的用心辣求三连谢谢大家
2022-04-19 18:39:10	659705	一眼丁真 他眼中的好来时刻是什么（黑人牙膏代言人） DARLIE好来口腔护理	一眼丁真 他眼中的好来时刻是什么（黑人牙膏代言人） DARLIE好来口腔护理
2022-04-19 19:19:50	243	一眼丁真，鉴定为狼人	一键三连，鉴定为好活
2022-04-20 08:04:41	477	一眼丁真，鉴定为乱杀	-
2022-04-20 09:34:16	1330	续写：一眼丁真	-
2022-04-20 18:22:22	7242	愿世人同他一般纯洁	我很讨厌这种人，对所有人都那么的亚撒西，知不知道自己能力是有限的啊？以为自己是什么？我真的很心疼，不想他那么累啊，只想独占他的亚撒西，讨厌讨厌讨厌òᆺó，可是好像又有一点点喜欢呢？好吧，确实有一点，只是一点点啦！呜呜呜，其实我最喜欢了。
2022-04-22 09:37:03	2384	从赛博丁真速通到一眼丁真	第一次速通，理论还能更快, Bgm:（lost river)
2022-04-22 14:55:53	7717	一眼丁真 鉴定为 纯纯的炸鱼	葫芦娃救爷爷咯！喜欢的一键三联叭 谢谢大嘎！
2022-04-22 16:45:08	64120	散兵：一 眼 丁 真	-
2022-04-22 17:41:59	3262	一眼丁真，鉴定为傻狗	听不懂人话
2022-04-22 18:00:16	229855	【史诗级理解】什 么 是 一 眼 丁 真	额, 是观众的问题吧内内内、、、, （这么怪的投稿当然要带vr哥的tag啦哈哈哈
2022-04-22 22:07:56	472404	哎呀这不丁真吗	-
2022-04-23 10:29:49	26	一眼丁真，edg	-
2022-04-23 10:33:28	1648899	纯真联盟-一眼丁真	审核大大早上好呀，如果这次过不了的话，那今天上午先和往常一样，把这个稿浅投10遍申诉两次，然后下午接着投。如果是封面问题的话我可以考虑把丁真之外的人打上码，视频就没法整了，都剪好了，你退回来我也没法改。建议一次过审，毕竟这就是给娱乐向剪辑也没什么不良导向，我没有在视频里抹黑任何人。祝工作顺利。
2022-04-24 23:31:20	7081	⚡️让你的丁真动起来⚡️	-
2022-04-25 19:25:36	2988	一眼丁真，鉴定为寄	-
2022-04-26 16:13:03	5502	一眼丁真，鉴定为（寄）	-
2022-04-28 00:11:34	15724	[APEX]一眼丁真 鉴定纯度为0	wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwvwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww其中藏有一个v请找出v   @什阿 剪辑
2022-04-28 16:32:00	157	一眼丁真鉴定为真O深	乐
2022-04-29 03:10:55	2657	萌新第一次尝试速通理塘	还是挺简单的嘛doge
2022-04-29 23:30:35	23	这也叫速通？！！！	-
2022-04-30 13:20:04	13911	一眼丁真，鉴定为：艰难	欢迎入群：332405987群里有好康的
2022-04-30 13:23:07	622272	“一眼丁真”2.0——丁真宇宙	BGM:, LCK Victory BGM 1hour
2022-04-30 13:42:59	3328	22秒从碧蓝档案速通理塘	-
2022-04-30 19:50:58	472777	【全明星】一眼丁真	一眼丁真 鉴定为假, 义演丁馆长 鉴定小西八, 一拳丁坷垃 鉴定小八嘎, 鉴定为假
2022-05-01 23:38:49	3644	这就是小破站捡漏么，一眼丁真，鉴定为…	-
2022-05-02 00:11:27	4	一眼丁真	-
2022-05-02 10:15:02	23129	一眼丁真鉴定为真	-
2022-05-02 11:34:01	502	一 眼 丁 真	-
2022-05-02 14:40:01	1169206	那些数一数二的丁真表情包（2）	已验丁真, 鉴定为：, 数一数二的表情包！！！
2022-05-02 16:39:43	44766	一眼丁真	-
2022-05-02 20:35:24	617084	那些数一数二的丁真表情包（3）	已验丁真, 鉴定为：, 数一数二的表情包！！！
2022-05-03 16:33:55	7967	〔八秒简易难度〕从梗知识速通	-
